product,url,price,amount,unit,nutriscore,carbs_100g,protein_100g,fat_100g,alcohol_100g,calories_100g,calories,protein,carbs,fat,alcohol,perc_calories_protein,perc_calories_carbs,perc_calories_fat,perc_calories_alcohol,price_1000_calories,price_100g_protein,price_100g_carbs,price_100g_fat
Venz Hagelslag puur,https://www.ah.nl/producten/product/wi212294/venz-hagelslag-puur,2.19,400.0,g,,68.0,4.7,17.0,0.0,443.8,1775.2,18.8,272.0,68.0,0.0,0.0423614240648941,0.6128886885984678,0.34474988733663814,0.0,1.2336638125281658,11.648936170212766,0.8051470588235294,3.2205882352941178
Quaker Havermout,https://www.ah.nl/producten/product/wi414776/quaker-havermout,1.79,600.0,g,A,60.0,11.0,8.0,0.0,356.0,2136.0,66.0,360.0,48.0,0.0,0.12359550561797752,0.6741573033707865,0.20224719101123595,0.0,0.8380149812734082,2.712121212121212,0.49722222222222223,3.7291666666666665
Venz Rimboe kroko vlokken puur/vanille,https://www.ah.nl/producten/product/wi135941/venz-rimboe-kroko-vlokken-puur-vanille,2.59,200.0,g,,76.0,2.6,14.0,0.0,440.4,880.8,5.2,152.0,28.0,0.0,0.023614895549500456,0.6902815622161672,0.28610354223433243,0.0,2.940508628519528,49.80769230769231,1.7039473684210527,9.25
Venz Hagelslag melk,https://www.ah.nl/producten/product/wi212293/venz-hagelslag-melk,2.19,400.0,g,,70.0,6.6,15.0,0.0,441.4,1765.6,26.4,280.0,60.0,0.0,0.05980969642048029,0.6343452650657001,0.30584503851381967,0.0,1.2403715450838242,8.295454545454547,0.7821428571428571,3.65
AH Smeuïge pindakaas,https://www.ah.nl/producten/product/wi1589/ah-smeuige-pindakaas,1.99,350.0,g,D,14.0,20.0,55.0,0.0,631.0,2208.5,70.0,49.0,192.5,0.0,0.12678288431061807,0.08874801901743265,0.7844690966719493,0.0,0.9010640706361784,2.842857142857143,4.061224489795919,1.0337662337662337
Zonnatura Muesli rijkgevuld,https://www.ah.nl/producten/product/wi197615/zonnatura-muesli-rijkgevuld,2.45,500.0,g,,59.0,11.0,7.1,0.0,343.9,1719.5,55.0,295.0,35.5,0.0,0.1279441698168072,0.6862460017446932,0.18580982843849955,0.0,1.4248328002326258,4.454545454545455,0.8305084745762713,6.901408450704226
AH Havermout volkoren,https://www.ah.nl/producten/product/wi368021/ah-havermout-volkoren,1.09,450.0,g,A,59.0,14.0,7.0,0.0,355.0,1597.5,63.0,265.5,31.5,0.0,0.15774647887323945,0.6647887323943662,0.17746478873239438,0.0,0.6823161189358372,1.7301587301587305,0.41054613935969875,3.460317460317461
Choca Vlokmix,https://www.ah.nl/producten/product/wi119016/choca-vlokmix,1.39,200.0,g,,78.0,3.8,14.0,0.0,453.2,906.4,7.6,156.0,28.0,0.0,0.03353927625772286,0.6884377758164166,0.2780229479258606,0.0,1.533539276257723,18.289473684210527,0.8910256410256411,4.964285714285714
AH Chocoladepasta wit,https://www.ah.nl/producten/product/wi55727/ah-chocoladepasta-wit,2.49,400.0,g,E,57.0,2.8,39.0,0.0,590.2,2360.8,11.2,228.0,156.0,0.0,0.018976618095560824,0.38630972551677395,0.5947136563876652,0.0,1.0547272111148762,22.23214285714286,1.092105263157895,1.5961538461538463
Venz Kwinkslag puur-vanille,https://www.ah.nl/producten/product/wi212295/venz-kwinkslag-puur-vanille,2.19,400.0,g,,76.0,2.6,14.0,0.0,440.4,1761.6,10.4,304.0,56.0,0.0,0.023614895549500456,0.6902815622161672,0.28610354223433243,0.0,1.2431880108991826,21.057692307692307,0.7203947368421053,3.9107142857142856
De Ruijter Gestampte muisjes,https://www.ah.nl/producten/product/wi511073/de-ruijter-gestampte-muisjes,2.09,270.0,g,,92.0,2.0,2.4,0.0,397.6,1073.52,5.4,248.4,6.48,0.0,0.02012072434607646,0.9255533199195172,0.05432595573440645,0.0,1.9468663834861017,38.7037037037037,0.8413848631239935,32.25308641975308
AH Hagelslag melk,https://www.ah.nl/producten/product/wi1607/ah-hagelslag-melk,1.99,400.0,g,E,67.0,6.8,17.0,0.0,448.2,1792.8,27.2,268.0,68.0,0.0,0.0606871932173137,0.5979473449352968,0.3413654618473896,0.0,1.109995537706381,7.3161764705882355,0.7425373134328358,2.926470588235294
De Ruijter Royaal chocolade vlokken extra puur,https://www.ah.nl/producten/product/wi493646/de-ruijter-royaal-chocolade-vlokken-extra-puur,2.39,300.0,g,,60.0,6.3,19.0,0.0,436.2,1308.6,18.9,180.0,57.0,0.0,0.0577716643741403,0.5502063273727649,0.3920220082530949,0.0,1.8263793366957055,12.645502645502646,1.3277777777777777,4.192982456140351
