Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt,Url
vlees-kip-vis-vega,4.25,AH Speklap  la minute naturel,"5 stuksPrijs per KG € 12,14",Nutri-Score D,False,False,,,17 g,1325 kJ (320 kcal),,,,0 g,,,,,,28 g,,,,,,,,,,,,0 g,,3.4 g,16 g,,11 g,,,
vlees-kip-vis-vega,2.49,AH Vissticks,15 stuks,Nutri-Score B,False,False,,,13 g,798 kJ (191 kcal),,,,14 g,,,,,,9 g,,,,,,,,,,,,0.8 g,,,8.2 g,,0.8 g,,,
vlees-kip-vis-vega,3.49,AH Scharrel kipbraadworst,"300 gPrijs per KG € 11,63",Nutri-Score D,False,False,,,15 g,834 kJ (200 kcal),,,,3.6 g,,,,,,14 g,,,,,,,,,,,,0 g,,,7.8 g,,4.3 g,,,
vlees-kip-vis-vega,2.99,AH Boomstammetjes,"4 stuksPrijs per KG € 7,48",Nutri-Score D,False,False,,,17 g,1215 kJ (292 kcal),,,,8.6 g,,,,,,21 g,,,,,,,,,,,,0.3 g,,,11 g,,8.4 g,,,
vlees-kip-vis-vega,1.49,AH Vegetarische balletjes,"200 gPrijs per KG € 7,45",Nutri-Score A,False,True,,,17 g,664 kJ (158 kcal),,4.1 mg,,11 g,,,,,,4.3 g,,,,,,,,,,,,3.6 g,,,3.8 g,,0.5 g,,,
vlees-kip-vis-vega,14.76,AH Biologisch Hamburger 4-pack,per pakket,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vlees-kip-vis-vega,3.29,AH Kipreepjes,"200 gPrijs per KG € 16,45",Nutri-Score D,False,False,,,17 g,436 kJ (103 kcal),,,,3.2 g,,,,,,2.5 g,,,,,,,,,,,,0 g,,,1.7 g,,0.8 g,,,
vlees-kip-vis-vega,5.99,AH Scharrel kip cordon bleu 4 stuks,"500 gPrijs per KG € 11,98",Nutri-Score B,False,False,,,13 g,875 kJ (209 kcal),,,,14 g,,,,,,11 g,,,,,,,,,,,,1.1 g,,,8.3 g,,2.9 g,,,
vlees-kip-vis-vega,1.26,AH Gelderse rookworst,"250 gPrijs per KG € 5,04",Nutri-Score E,False,False,,,16 g,1206 kJ (291 kcal),,,,0.5 g,,,,,,25 g,,,,,,,,,,,,0 g,,,15 g,,9.5 g,,,
vlees-kip-vis-vega,9.49,AH Rundergehakt,"1000 gPrijs per KG € 9,49",Nutri-Score C,False,False,,,20 g,947 kJ (228 kcal),,,,0.9 g,,,,,,16 g,,,,,,,,,,,,0 g,,,6.9 g,,7.1 g,,,
vlees-kip-vis-vega,2.85,Vegetarische Slager Mc2 burger,"2 stuksNormale prijs per KG € 17,81",,False,False,,,17 g,736 kJ (176 kcal),,2.1 mg,,8.1 g,,,,,,8.2 g,,,,,,,,,,,,2 g,,,,,1.6 g,,,
vlees-kip-vis-vega,2.29,Princes Tonijnstukken in water,"145 gPrijs per KG € 15,79",,False,False,,,23.5 g,418 kJ (99 kcal),,,,< 0.1 g,,,,,,0.5 g,,,,,,,,,,,,,,,,,0.1 g,,,
vlees-kip-vis-vega,3.29,AH Scharrel krokante kipfilet burger,"200 gPrijs per KG € 16,45",Nutri-Score C,False,False,,,16 g,1005 kJ (240 kcal),,,,17 g,,,,,,12 g,,,,,,,,,,,,0 g,,,9.3 g,,2.2 g,,,
vlees-kip-vis-vega,3.99,AH Runderbraadworst,"4 stuksPrijs per KG € 9,98",Nutri-Score D,False,False,,,19 g,1091 kJ (263 kcal),,,,1.6 g,,,,,,20 g,,,,,,,,,,,,0.09 g,,,8.6 g,,8.7 g,,,
vlees-kip-vis-vega,5.25,AH Mager rundergehakt,"500 gPrijs per KG € 10,50",Nutri-Score B,False,False,,,20 g,799 kJ (192 kcal),,,,0.9 g,,,,,,12 g,,,,,,,,,,,,0 g,,,5.1 g,,5.2 g,,,
vlees-kip-vis-vega,2.39,AH Gelderse rookworst,"375 gPrijs per KG € 6,37",Nutri-Score E,False,False,,,16 g,1206 kJ (291 kcal),,,,0.5 g,,,,,,25 g,,,,,,,,,,,,0 g,,,15 g,,9.5 g,,,
vlees-kip-vis-vega,5.19,AH Pangasiusfilet,"350 gPrijs per KG € 14,83",Nutri-Score A,False,False,,,16 g,328 kJ (78 kcal),,,,0 g,,,,,,1.5 g,,,,,,,,,,,,0 g,,,1.2 g,,0.3 g,,,
vlees-kip-vis-vega,6.99,AH Kabeljauwhaasje portie,"260 gNormale prijs per KG € 26,88",Nutri-Score A,False,False,,,18 g,321 kJ (76 kcal),,,,0 g,,,,,,0.4 g,,,,,,,,,,,,0 g,,,0.3 g,,0.1 g,,,
vlees-kip-vis-vega,3.49,AH Verse worst,per stuk,Nutri-Score D,False,False,,,20 g,1067 kJ (257 kcal),,,,1.4 g,,,,,,19 g,,,,,,,,,,,,0.07 g,,,9.9 g,,7.2 g,,,
vlees-kip-vis-vega,3.49,AH Scharrel kip cordon bleu 2 stuks,"250 gPrijs per KG € 13,96",Nutri-Score B,False,False,,,13 g,875 kJ (209 kcal),,,,14 g,,,,,,11 g,,,,,,,,,,,,1.1 g,,,8.3 g,,2.9 g,,,
vlees-kip-vis-vega,3.29,AH Scharrel kipkluifjes,"500 gPrijs per KG € 6,58",Nutri-Score B,False,False,,,17 g,844 kJ (203 kcal),,,,0 g,,,,,,15 g,,,,,,,,,,,,0 g,,,9.5 g,,5.4 g,,,
vlees-kip-vis-vega,6.99,AH Gerookte zalmfilet voordeel,"200 gPrijs per KG € 34,95",Nutri-Score D,False,False,,,22 g,781 kJ (187 kcal),,,,0 g,,,,,,11 g,,,,,,,,,,,,0 g,,,7.1 g,,3.9 g,,,
vlees-kip-vis-vega,6.79,AH Zalmfilet op huid,"ca. 310 gPrijs per KG € 21,90",Nutri-Score A,False,False,,,19 g,915 kJ (220 kcal),,,,0 g,,,,,,16 g,,,,,,,,,,,,0 g,,,14 g,,2.5 g,,,
vlees-kip-vis-vega,2.99,Vivera Shoarma,"175 gPrijs per KG € 17,09",,False,False,,,15 g,667 kJ (160 kcal),,2.1 mg,,5.8 g,,,,,,7.2 g,,,,,,,,,,,,4.8 g,,,,,0.8 g,,,
vlees-kip-vis-vega,2.99,AH Rookworst,"250 gPrijs per KG € 11,96",Nutri-Score E,False,False,,,15 g,1348 kJ (326 kcal),,,,1.2 g,,,,,,29 g,,,,,,,,,,,,0 g,,,17 g,,12 g,,,
vlees-kip-vis-vega,2.59,AH Hamburgers,"840 gPrijs per KG € 3,08",Nutri-Score D,False,False,,,13 g,876 kJ (210 kcal),,,,7.6 g,,,,,,14 g,,,,,,,,,,,,1 g,,,9.5 g,,4.9 g,,,
vlees-kip-vis-vega,7.10,AH Varkenshaas,"2 stuksPrijs per KG € 14,80",Nutri-Score A,False,False,,,22 g,437 kJ (103 kcal),,,,0 g,,,,,,1.7 g,,,,,,,,,,,,0 g,,,0.8 g,,0.8 g,,,
vlees-kip-vis-vega,1.49,AH Vegan falafel,"200 gPrijs per KG € 7,45",Nutri-Score A,True,True,,,8.4 g,973 kJ (233 kcal),,,,25 g,,,,,,9.7 g,,,,,,,,,,,,5.8 g,,,8.8 g,,0.9 g,,,
vlees-kip-vis-vega,2.99,AH Varkens chipolataworstjes,"6 stuksPrijs per KG € 9,97",Nutri-Score D,False,False,,,19 g,1017 kJ (245 kcal),,,,1.5 g,,,,,,18 g,,,,,,,,,,,,0.3 g,,,9.5 g,,6.9 g,,,
