Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
frisdrank-sappen-koffie-thee,3.59,Perla Huisblends Aroma snelfiltermaling,"250 gPrijs per KG € 14,36",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi1494/perla-huisblends-aroma-snelfiltermaling,,,0.2 g,5 kJ (1 kcal),,,,0.1 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,2.95,Innocent Tropical juice blend,"900 mlPrijs per LT € 3,28",,False,False,https://www.ah.nl/producten/product/wi203919/innocent-tropical-juice-blend,,,0.4 g,187 kJ (44 kcal),,,,10 g,,,0.17 mg,,,0 g,,,,,,,,24 mg,,,,0.4 g,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.98,AH Cassis 6-pack,"1,98 lPrijs per LT € 1,00",Nutri-Score E,True,True,https://www.ah.nl/producten/product/wi480615/ah-cassis-6-pack,,,0 g,167 kJ (39 kcal),,,,9.8 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,1.55,Red Bull Energy drink watermeloen,"250 mlPrijs per LT € 6,20",,False,False,https://www.ah.nl/producten/product/wi494478/red-bull-energy-drink-watermeloen,,,0 g,190 kJ (45 kcal),,,,11 g,,,,,,0 g,,,,0.21 mg,6.4 mg,2 mg,0.2 mg,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.29,AH Vers sap sinaasappel kiwi,"500 mlPrijs per LT € 4,58",Nutri-Score C,False,True,https://www.ah.nl/producten/product/wi62365/ah-vers-sap-sinaasappel-kiwi,,,0.8 g,165 kJ (39 kcal),,,,8.5 g,,,,,,0 g,,,,,,,,53 mg,,,,0.9 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,7.89,Perla Huisblends Goud koffiebonen,"500 gPrijs per KG € 15,78",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi161536/perla-huisblends-goud-koffiebonen,,,0.2 g,5 kJ (1 kcal),,,,0.1 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,1.89,Crystal Clear Sparkling apple,"1,5 lPrijs per LT € 1,26",,False,False,https://www.ah.nl/producten/product/wi476567/crystal-clear-sparkling-apple,,,0 g,4 kJ (1 kcal),,,,0 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,3.29,DubbelFrisss 1Kcal Appel & perzik,"0,75 lPrijs per LT € 4,39",,False,False,https://www.ah.nl/producten/product/wi520725/dubbelfrisss-1kcal-appel-en-perzik,,,0 g,38 kJ (9 kcal),,,,1.4 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.29,Chocomel De enige echte koud,"1 lPrijs per LT € 2,29",,False,False,https://www.ah.nl/producten/product/wi533093/chocomel-de-enige-echte-koud,,105 mg,3.4 g,292 kJ (69 kcal),,,,10 g,,,,,,1.6 g,,,,,,,,,,,,,,,,,1 g,,
frisdrank-sappen-koffie-thee,2.29,Slimpie Bloedsinaasappel grapefruit smaak siroop,"0,65 lNormale prijs per LT € 3,52",,False,False,https://www.ah.nl/producten/product/wi500282/slimpie-bloedsinaasappel-grapefruit-smaak-siroop,,,0 g,1 kcal (3 kJ),,,,0 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.99,Van de Boom 1kcal Groene thee citrus,"1,5 lPrijs per LT € 1,33",,False,False,https://www.ah.nl/producten/product/wi503329/van-de-boom-1kcal-groene-thee-citrus,,,0.02 g,4 kJ (1 kcal),,,,0.08 g,,,,,,0 g,,,,,,,,6 mg,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.79,Schweppes Pink tonic,"1 lPrijs per LT € 1,79",,False,False,https://www.ah.nl/producten/product/wi518847/schweppes-pink-tonic,,,0 g,81 kJ (19 kcal),,,,4.3 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.89,Roosvicee Multivit aardbei-sinaasappel,"1,5 lPrijs per LT € 1,26",,False,False,https://www.ah.nl/producten/product/wi196210/roosvicee-multivit-aardbei-sinaasappel,,,0.1 g,150 kJ (35 kcal),,,,8.6 g,,,,,,0 g,,0.165 mg,,0.21 mg,2.4 mg,0.9 mg,0.21 mg,12 mg,1.8 mg,7.5 µg,11.25 µg,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.19,AH Licht&zonder prik appel & peer,"1,5 lPrijs per LT € 0,79",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi511095/ah-licht-en-zonder-prik-appel-en-peer,,,0 g,3 kJ (1 kcal),,,,0 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,6.89,Perla Huisblends Decaf koffiebonen,"500 gPrijs per KG € 13,78",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi171155/perla-huisblends-decaf-koffiebonen,,,0.2 g,5 kJ (1 kcal),,,,0.1 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,5.29,Schweppes Agrumes 6-pack,"6 x 330 mlPrijs per LT € 2,67",,False,False,https://www.ah.nl/producten/product/wi477150/schweppes-agrumes-6-pack,,,0 g,101 kJ (24 kcal),,,,5.7 g,,,,,,0 g,,,,,,,0 g,0 g,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.99,Chocomel Plantaardig,"1 lPrijs per LT € 2,99",,False,False,https://www.ah.nl/producten/product/wi538249/chocomel-plantaardig,,68 mg,1.8 g,248 kJ (59 kcal),,,,8.4 g,,,,,,1.8 g,,,,,,,,,,,,,,,,,0.8 g,,
frisdrank-sappen-koffie-thee,3.35,Fever-Tree Mediterranean tonic water,"0,5 lPrijs per LT € 6,70",,False,False,https://www.ah.nl/producten/product/wi402508/fever-tree-mediterranean-tonic-water,,,0 g,151 kJ (36 kcal),,,,9 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,7.49,Starbucks Nespresso house blend lungo capsules,18 stuks,,False,False,https://www.ah.nl/producten/product/wi495582/starbucks-nespresso-house-blend-lungo-capsules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,1.89,Pickwick Spices caramelised vanilla,20 stuks,,False,False,https://www.ah.nl/producten/product/wi229539/pickwick-spices-caramelised-vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,2.75,Douwe Egberts Verwenkoffie caramel oploskoffie,8 stuks,,False,False,https://www.ah.nl/producten/product/wi408112/douwe-egberts-verwenkoffie-caramel-oploskoffie,,,1.4 g,166 kJ (39 kcal),,,,6 g,,,,,,1 g,,,,,,,,,,,,0.2 g,,,,,1 g,,
frisdrank-sappen-koffie-thee,0.99,AH Ice tea zero sparkling,"1,5 lPrijs per LT € 0,66",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi415209/ah-ice-tea-zero-sparkling,,,0 g,0 kJ (0 kcal),,,,0 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,2.29,CoolBest Extremely exotic,"1 lNormale prijs per LT € 2,29",,False,False,https://www.ah.nl/producten/product/wi440595/coolbest-extremely-exotic,,,0.3 g,193 kJ (46 kcal),,,,10.6 g,,,,,,0 g,,,,,,,,12 mg,,,,0.4 g,,,,,0 g,,
frisdrank-sappen-koffie-thee,28.36,Perla Huisblends Decaf snelfiltermaling 4-pack,per pakket,,False,False,https://www.ah.nl/producten/product/wi546327/perla-huisblends-decaf-snelfiltermaling-4-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,3.49,Bar-le-Duc Mineraalwater koolzuurhoudend,"4 x 1,5 lPrijs per LT € 0,58",,False,False,https://www.ah.nl/producten/product/wi403841/bar-le-duc-mineraalwater-koolzuurhoudend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,2.69,Lipton Mango ice tea,"1,5 lPrijs per LT € 1,79",,False,False,https://www.ah.nl/producten/product/wi474693/lipton-mango-ice-tea,,,0 g,19 kcal (79 kJ),,,,4.5 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.69,AH Cola zero mini 6-pack,"0,9 lPrijs per LT € 1,88",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi480793/ah-cola-zero-mini-6-pack,,,0.01 g,2 kJ (1 kcal),,,,0.1 g,,,,,,0.01 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,2.39,AH Sinaasappelsap 6-pack,"6 x 330 mlPrijs per LT € 1,21",Nutri-Score C,True,True,https://www.ah.nl/producten/product/wi378091/ah-sinaasappelsap-6-pack,,,0.7 g,177 kJ (42 kcal),,,,9.1 g,,,,,,0 g,,,,,,,,,,,,0.2 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,4.49,Lavazza Qualità oro ground coffee,"250 gPrijs per KG € 17,96",,False,False,https://www.ah.nl/producten/product/wi457335/lavazza-qualita-oro-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,1.89,Crystal Clear Sparkling grapefruit,"1,5 lPrijs per LT € 1,26",,False,False,https://www.ah.nl/producten/product/wi476681/crystal-clear-sparkling-grapefruit,,,0 g,4 kJ (1 kcal),,,,0 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.25,Pickwick Herbal slaap lekker,20 stuks,,False,False,https://www.ah.nl/producten/product/wi207044/pickwick-herbal-slaap-lekker,,,0 g,0 kJ (0 kcal),,,,0 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,0.99,AH IJskoude macchiato,"250 mlPrijs per LT € 3,96",Nutri-Score E,False,True,https://www.ah.nl/producten/product/wi415681/ah-ijskoude-macchiato,,,2.5 g,335 kJ (80 kcal),,,,8.5 g,,,,,,4 g,,,,,,,,,,,,0 g,,,1.4 g,,2.6 g,,
frisdrank-sappen-koffie-thee,2.09,Rivella Framboos,"1,5 lNormale prijs per LT € 1,39",,False,False,https://www.ah.nl/producten/product/wi518885/rivella-framboos,,,0 g,20 kJ (5 kcal),,,,1 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.69,Fanta Cassis 4-pack,"4 x 250 mlPrijs per LT € 2,69",,False,False,https://www.ah.nl/producten/product/wi476692/fanta-cassis-4-pack,,,0 g,191 kJ (45 kcal),,,,10.9 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.99,Pickwick Joy of tea ginger spices kruidenthee,15 stuks,,False,False,https://www.ah.nl/producten/product/wi495622/pickwick-joy-of-tea-ginger-spices-kruidenthee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,2.39,Zonnatura Goede nachtrust kruideninfusie,20 stuks,,False,False,https://www.ah.nl/producten/product/wi187196/zonnatura-goede-nachtrust-kruideninfusie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,3.19,Clipper Organic pure green tea,20 stuks,,False,False,https://www.ah.nl/producten/product/wi214576/clipper-organic-pure-green-tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,1.99,Pickwick Herbal super blends shine kruidenthee,15 stuks,,False,False,https://www.ah.nl/producten/product/wi495604/pickwick-herbal-super-blends-shine-kruidenthee,,,0 g,4 kJ (1 kcal),,,,< 0.2 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.79,AH Biologisch Moment avond,20 stuks,Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi508343/ah-biologisch-moment-avond,,,0 g,3 kJ (1 kcal),,,,0.2 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,7.59,L'OR Espresso lungo elegante capsules,20 stuks,,False,False,https://www.ah.nl/producten/product/wi414736/l-or-espresso-lungo-elegante-capsules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
