Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
pasta-rijst-en-wereldkeuken,1.15,AH Macaroni volkoren,"500 gPrijs per KG € 2,30",Nutri-Score A,False,True,https://www.ah.nl/producten/product/wi421621/ah-macaroni-volkoren,,,14 g,1454 kJ (344 kcal),,,,64 g,,,,,,2 g,,,,,,,,,,,,6.8 g,0.1 g,1.8 g,,,0.1 g,,
pasta-rijst-en-wereldkeuken,1.39,Conimex Cassave kroepoek,"75 gPrijs per KG € 18,53",,False,False,https://www.ah.nl/producten/product/wi167780/conimex-cassave-kroepoek,,,1.2 g,483 kcal (2021 kJ),,,,66 g,,,,,,23 g,,,,,,,,,,,,4.6 g,,,,,2.2 g,,
pasta-rijst-en-wereldkeuken,2.29,AH Verse ravioli 5 formaggio,"250 gPrijs per KG € 9,16",Nutri-Score B,False,False,https://www.ah.nl/producten/product/wi142435/ah-verse-ravioli-5-formaggio,,,9.9 g,1228 kJ (292 kcal),,,,42 g,,,,,,8.7 g,,,,,,,,,,,,3 g,,,5.7 g,,3 g,,
pasta-rijst-en-wereldkeuken,2.29,AH Pestosaus groen,"125 gPrijs per KG € 18,32",Nutri-Score D,False,True,https://www.ah.nl/producten/product/wi160917/ah-pestosaus-groen,,,7.2 g,2185 kJ (530 kcal),,,,3.3 g,,,,,,54 g,,,,,,,,,,,,1 g,,,47 g,,7.3 g,,
pasta-rijst-en-wereldkeuken,1.49,AH Biologisch Volkoren spaghetti,"500 gPrijs per KG € 2,98",Nutri-Score A,False,True,https://www.ah.nl/producten/product/wi58169/ah-biologisch-volkoren-spaghetti,,,14 g,1454 kJ (344 kcal),,,,64 g,,,,,,2 g,,,,,,,,,,,,6.8 g,,,1.9 g,,0.1 g,,
pasta-rijst-en-wereldkeuken,2.79,Grand' Italia Sugocasa tradizionale pastasaus,"690 gPrijs per KG € 4,04",,False,False,https://www.ah.nl/producten/product/wi2063/grand-italia-sugocasa-tradizionale-pastasaus,,,1.5 g,151 kJ (36 kcal),,,,6.5 g,,,,,,0.2 g,,,,,,,,,,,,0.9 g,,,,,0 g,,
pasta-rijst-en-wereldkeuken,1.89,Grand' Italia Fusilli tradizionali,"500 gPrijs per KG € 3,78",,False,False,https://www.ah.nl/producten/product/wi2073/grand-italia-fusilli-tradizionali,,,13 g,1483 kJ (353 kcal),,,,71 g,,,,,,1.3 g,,,,,,,,,,,,3.7 g,,,,,0.3 g,,
pasta-rijst-en-wereldkeuken,0.79,AH Kappertjes,"100 gPrijs per KG € 13,17",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi62825/ah-kappertjes,,,2.4 g,172 kJ (41 kcal),,,,4.9 g,,,,,,0.6 g,,,,,,,,,,,,3.2 g,0.1 g,0.3 g,,,0.2 g,,
pasta-rijst-en-wereldkeuken,0.59,Maggi Jus stamppot juspoeder,"24 gPrijs per KG € 24,58",,False,False,https://www.ah.nl/producten/product/wi170111/maggi-jus-stamppot-juspoeder,,,11.8 g,1742 kJ (416 kcal),,,,47.5 g,,,,,,19.3 g,,,,,,,,,,,,2.5 g,,,,,11.5 g,,
pasta-rijst-en-wereldkeuken,1.09,Wijko Satesaus kant & klaar,"120 gPrijs per KG € 9,08",,False,False,https://www.ah.nl/producten/product/wi167242/wijko-satesaus-kant-en-klaar,,,7.3 g,1040 kJ (249 kcal),,,,22 g,,,,,,14 g,,,,,,,,,,,,,,,,,1.9 g,,
