Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
soepen-sauzen-kruiden-olie,0.89,Kühne Franse mosterd,"205 gPrijs per KG € 4,34",,False,False,https://www.ah.nl/producten/product/wi223423/kuhne-franse-mosterd,,,5.3 g,434 kJ (104 kcal),,,,4.2 g,,,,,,5.9 g,,,,,,,,,,,,3.8 g,,,,,0.3 g,,
soepen-sauzen-kruiden-olie,1.29,Jos Poell Pasteitjes traditioneel,"125 gPrijs per KG € 10,32",,False,False,https://www.ah.nl/producten/product/wi200103/jos-poell-pasteitjes-traditioneel,,,8.4 g,2353 kJ (365 kcal),,,,44 g,,,,,,39 g,,,,,,,,,,,,,,,,,20 g,,
soepen-sauzen-kruiden-olie,1.29,AH Biologisch Gepelde tomaten in tomatensaus,"400 gPrijs per KG € 3,23",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi207510/ah-biologisch-gepelde-tomaten-in-tomatensaus,,,1.2 g,94 kJ (22 kcal),,,,3.8 g,,,,,,0.1 g,,,,,,,,,,,,0.6 g,,,0.09 g,,0.04 g,,
soepen-sauzen-kruiden-olie,0.73,AH Paprika mild gemalen,"48 gPrijs per KG € 15,21",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi197977/ah-paprika-mild-gemalen,,,14 g,1455 kJ (350 kcal),,,,41 g,,,,,,10 g,,,,,,,,,,,,19 g,,,9.5 g,,1 g,,
soepen-sauzen-kruiden-olie,1.79,AH Stukjes ananas op sap,"567 gPrijs per KG € 5,26",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi509290/ah-stukjes-ananas-op-sap,,,0.3 g,238 kJ (56 kcal),,,,13 g,,,,,,0.1 g,,,,,,,,,,,,1 g,,,0 g,,0 g,,
soepen-sauzen-kruiden-olie,0.49,Knorr Aromat navulzakje,"38 gPrijs per KG € 12,89",,False,False,https://www.ah.nl/producten/product/wi37171/knorr-aromat-navulzakje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soepen-sauzen-kruiden-olie,0.69,Unox Kerrie good noodles,"70 gPrijs per KG € 9,86",,False,False,https://www.ah.nl/producten/product/wi99087/unox-kerrie-good-noodles,,,1.6 g,384 kJ (92 kcal),,,,11 g,,,,,,4.2 g,,,,,,,,,,,,< 0.5 g,,,,,2.1 g,,
soepen-sauzen-kruiden-olie,1.89,Hak Appelmoes met kaneel,"355 gPrijs per KG € 5,32",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi189674/hak-appelmoes-met-kaneel,,,0.3 g,256 kJ (61 kcal),,,,13.5 g,,,,,,0.2 g,,,,,,,,,,,,2 g,,,,,0 g,,
soepen-sauzen-kruiden-olie,1.99,Maggi Smaakverfijner,"250 gPrijs per KG € 7,96",,False,False,https://www.ah.nl/producten/product/wi3330/maggi-smaakverfijner,,,12 g,340 kJ (84 kcal),,,,8 g,,,,,,0.1 g,,,,,,,,,,,,0 g,,,,,0 g,,
soepen-sauzen-kruiden-olie,2.25,Hak Bonenschotel Mexicaans,"360 gPrijs per KG € 6,25",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi201910/hak-bonenschotel-mexicaans,,,3.5 g,260 kJ (62 kcal),,,,9 g,,,,,,0.4 g,,,,,,,,,,,,4.1 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,1.59,Hak Rode Kool,"355 gPrijs per KG € 4,48",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi207339/hak-rode-kool,,,0.7 g,163 kJ (38 kcal),,,,7.8 g,,,,,,0 g,,,,,,,,,,,,1.6 g,,,,,0 g,,
soepen-sauzen-kruiden-olie,0.99,AH Ah kikkererwten 0% klein,"200 gPrijs per KG € 7,62",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi167874/ah-ah-kikkererwten-0-klein,,,6.5 g,504 kJ (120 kcal),,,,14 g,,,,,,2.7 g,,,,,,,,,,,,7 g,,,2.1 g,,0.4 g,,
soepen-sauzen-kruiden-olie,0.95,AH Gebroken sperziebonen,"340 gPrijs per KG € 5,14",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi823/ah-gebroken-sperziebonen,,,1.5 g,96 kJ (23 kcal),,,,2.6 g,,,,,,0.1 g,,,,,,,,,,,,2.8 g,,,0.1 g,,0 g,,
soepen-sauzen-kruiden-olie,1.35,AH Bouillon kip,"340 mlPrijs per LT € 3,97",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi388347/ah-bouillon-kip,,,1.5 g,50 kJ (12 kcal),,,,0.1 g,,,,,,0.6 g,,,,,,,,,,,,0.1 g,,,0.4 g,,0.2 g,,
soepen-sauzen-kruiden-olie,3.79,Zonnebloemolie,"1 lPrijs per LT € 3,79",Nutri-Score D,True,True,https://www.ah.nl/producten/product/wi47173/zonnebloemolie,,,0 g,3405 kJ (830 kcal),,,,0 g,,,,,,92 g,,,,,,,,,60 mg,,,0 g,,,82 g,,10 g,,
soepen-sauzen-kruiden-olie,1.25,AH Currysaus,"500 mlPrijs per LT € 2,50",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi122779/ah-currysaus,,,0.4 g,405 kJ (96 kcal),,,,22 g,,,,,,0.3 g,,,,,,,,,,,,0.7 g,0.2 g,0.1 g,,,0 g,,
soepen-sauzen-kruiden-olie,2.65,Unox Smac de enige echte,"250 gPrijs per KG € 10,60",,False,False,https://www.ah.nl/producten/product/wi187615/unox-smac-de-enige-echte,,,12 g,262 kcal (1095 kJ),,,,6.3 g,,,,,,21 g,,,,,,,,,,,,< 0.5 g,,,,,7.7 g,,
soepen-sauzen-kruiden-olie,8.69,John West Tonijn in olijfolie 3-pack,"3 x 145 gPrijs per KG € 19,98",,False,False,https://www.ah.nl/producten/product/wi368349/john-west-tonijn-in-olijfolie-3-pack,,,25 g,980 kJ (235 kcal),,,,0 g,,,,,,15 g,,,,,,,,,,,,,,,,,2.1 g,,
soepen-sauzen-kruiden-olie,0.59,Yum Yum Vegetable flavour instant noodles,"60 gPrijs per KG € 9,83",,False,False,https://www.ah.nl/producten/product/wi212517/yum-yum-vegetable-flavour-instant-noodles,,,1.3 g,318 kJ (76 kcal),,,,10 g,,,,,,3.3 g,,,,,,,,,,,,,,,,,1.6 g,,
soepen-sauzen-kruiden-olie,1.89,Mutti Passata gezeefde fluweelzachte tomaten,"425 mlPrijs per LT € 4,45",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi234856/mutti-passata-gezeefde-fluweelzachte-tomaten,,,1.6 g,149 kJ (36 kcal),,,,5.1 g,,,,,,< 0.5 g,,,,,,,,,,,,,,,,,< 0.1 g,,
soepen-sauzen-kruiden-olie,1.79,Chovi Allioli,"172 gPrijs per KG € 10,41",,False,False,https://www.ah.nl/producten/product/wi129990/chovi-allioli,,,1.2 g,3080 kJ (749 kcal),,,,1.5 g,,,,,,82 g,,,,,,,,,,,,,,,,,10 g,,
soepen-sauzen-kruiden-olie,3.45,Unox Hollandse tomatensoep,"570 mlNormale prijs per LT € 6,05",,False,False,https://www.ah.nl/producten/product/wi169447/unox-hollandse-tomatensoep,,,1.6 g,53 kcal (222 kJ),,,,5.9 g,,,,,,2.4 g,,,,,,,,,,,,0.8 g,,,,,0.5 g,,
soepen-sauzen-kruiden-olie,2.29,AH Pastasaus 5 kazen,"225 gPrijs per KG € 10,18",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi146483/ah-pastasaus-5-kazen,,,5.9 g,622 kJ (150 kcal),,,,6.3 g,,,,,,11 g,,,,,,,,,,,,1 g,,,3.6 g,,7.7 g,,
soepen-sauzen-kruiden-olie,1.19,Yum Yum Chicken flavour instant noodles,"70 gPrijs per KG € 17,00",,False,False,https://www.ah.nl/producten/product/wi212514/yum-yum-chicken-flavour-instant-noodles,,,1.8 g,414 kJ (99 kcal),,,,13 g,,,,,,4.3 g,,,,,,,,,,,,,,,,,2.1 g,,
soepen-sauzen-kruiden-olie,2.19,AH Biologisch Passata di pomodoro fijn gekruid,"690 gPrijs per KG € 3,17",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi239716/ah-biologisch-passata-di-pomodoro-fijn-gekruid,,,2.5 g,160 kJ (38 kcal),,,,5.5 g,,,,,,0.3 g,,,,,,,,,,,,1.5 g,,,0.3 g,,0.1 g,,
soepen-sauzen-kruiden-olie,1.99,Princes Tonijnstukken in zonnebloemolie,"145 gPrijs per KG € 13,72",,False,False,https://www.ah.nl/producten/product/wi496942/princes-tonijnstukken-in-zonnebloemolie,,,23.5 g,751 kJ (180 kcal),,,,< 0.1 g,,,,,,9.5 g,,,,,,,,,,,,,,,,,1.6 g,,
soepen-sauzen-kruiden-olie,2.25,AH Mascarpone chili dip,"110 gPrijs per KG € 20,45",Nutri-Score E,False,False,https://www.ah.nl/producten/product/wi231529/ah-mascarpone-chili-dip,,,3.4 g,1350 kJ (326 kcal),,,,15 g,,,,,,28 g,,,,,,,,,,,,0.1 g,,,15 g,,12 g,,
soepen-sauzen-kruiden-olie,2.99,Hak Chili sin carne schotel,"550 gNormale prijs per KG € 5,44",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi458916/hak-chili-sin-carne-schotel,,,4.2 g,357 kJ (85 kcal),,,,10.6 g,,,,,,1.8 g,,,,,,,,,,,,4.5 g,,,,,0.2 g,,
soepen-sauzen-kruiden-olie,0.56,AH Keukenzout met jodium,"1 kgPrijs per KG € 0,56",Nutri-Score C,True,True,https://www.ah.nl/producten/product/wi3372/ah-keukenzout-met-jodium,,,0 g,0 kJ (0 kcal),,,2300 µg,0 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
soepen-sauzen-kruiden-olie,1.09,AH Knoflooksaus,"150 gPrijs per KG € 7,27",Nutri-Score D,False,True,https://www.ah.nl/producten/product/wi187573/ah-knoflooksaus,,,0.9 g,1611 kJ (390 kcal),,,,11 g,,,,,,38 g,,,,,,,,,,,,0.3 g,,,35 g,,3.1 g,,
soepen-sauzen-kruiden-olie,2.29,Hak Bonenschotel voor chili con carne,"360 gPrijs per KG € 6,36",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi203287/hak-bonenschotel-voor-chili-con-carne,,,3.1 g,266 kJ (63 kcal),,,,9.8 g,,,,,,0.4 g,,,,,,,,,,,,4 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,,AH Pijnboompitten 4-pack,per pakket,,False,False,https://www.ah.nl/producten/product/wi544746/ah-pijnboompitten-4-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soepen-sauzen-kruiden-olie,1.69,Unox Cup-a-soup asperge,"3 x 15 gPrijs per LT € 3,22",,False,False,https://www.ah.nl/producten/product/wi388301/unox-cup-a-soup-asperge,,,0.7 g,142 kJ (34 kcal),,,,4.2 g,,,,,,1.6 g,,,,,,,,,,,,< 0.5 g,,,,,0.9 g,,
soepen-sauzen-kruiden-olie,2.19,Hak Rode kool met appel 0%,"350 gPrijs per KG € 6,26",Nutri-Score A,False,True,https://www.ah.nl/producten/product/wi450484/hak-rode-kool-met-appel-0,,,0.8 g,112 kJ (27 kcal),,,,4.6 g,,,,,,0 g,,,,,,,,,,,,1.9 g,,,,,0 g,,
soepen-sauzen-kruiden-olie,2.50,AH Volle aioli,"175 gPrijs per KG € 14,29",Nutri-Score E,False,True,https://www.ah.nl/producten/product/wi217278/ah-volle-aioli,,,1.2 g,3058 kJ (743 kcal),,,,2.2 g,,,,,,81 g,,,,,,,,,,,,0.4 g,,,71 g,,10 g,,
soepen-sauzen-kruiden-olie,2.59,John West Tonijnstukken in water,"145 gPrijs per KG € 17,86",,False,False,https://www.ah.nl/producten/product/wi226264/john-west-tonijnstukken-in-water,,,27 g,478 kJ (113 kcal),,,,0 g,,,,,,0.5 g,,,,,,,,,,,,,,,,,0.2 g,,
soepen-sauzen-kruiden-olie,1.99,Calvé Mayonaise,"450 mlPrijs per LT € 4,42",,False,False,https://www.ah.nl/producten/product/wi2037/calve-mayonaise,,,0.9 g,630 kcal (2636 kJ),,,,3.5 g,,,,,,69 g,,,,,,,,,,,,,,,,,5.5 g,,
soepen-sauzen-kruiden-olie,3.09,Unox Franse uiensoep,"570 mlNormale prijs per LT € 5,42",,False,False,https://www.ah.nl/producten/product/wi165796/unox-franse-uiensoep,,,< 0.5 g,28 kcal (115 kJ),,,,2.4 g,,,,,,1.8 g,,,,,,,,,,,,< 0.5 g,,,,,0.8 g,,
soepen-sauzen-kruiden-olie,0.89,Heinz Tomaten gepeld,"400 gPrijs per KG € 3,71",,False,False,https://www.ah.nl/producten/product/wi378631/heinz-tomaten-gepeld,,,1.2 g,105 kJ (25 kcal),,,,4.3 g,,,,,,0.3 g,,,,,,,,,,,,0.9 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,2.19,Hak Tuinboontjes wit extra fijn,"355 gPrijs per KG € 9,95",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi202207/hak-tuinboontjes-wit-extra-fijn,,,5 g,191 kJ (45 kcal),,,,4 g,,,,,,0 g,,,,,,,,,,,,4.7 g,,,,,0 g,,
soepen-sauzen-kruiden-olie,3.19,Bertolli Kruidige pastasaus,"500 gPrijs per KG € 6,38",,False,False,https://www.ah.nl/producten/product/wi403975/bertolli-kruidige-pastasaus,,,1.3 g,184 kJ (44 kcal),,,,7 g,,,,,,0.9 g,,,,,,,,,,,,1.1 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,1.19,Bonduelle Rode kidneybonen,"160 gPrijs per KG € 9,52",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi195555/bonduelle-rode-kidneybonen,,,7.7 g,453 kJ (108 kcal),,,,13.9 g,,,,,,0.6 g,,,,,,,,,,,,8 g,,,,,< 0.1 g,,
soepen-sauzen-kruiden-olie,2.39,Hak Appelcompote 0%,"350 gPrijs per KG € 6,83",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi414037/hak-appelcompote-0,,,0.3 g,199 kJ (47 kcal),,,,10 g,,,,,,0.2 g,,,,,,,,,,,,2 g,,,,,0 g,,
soepen-sauzen-kruiden-olie,2.19,"Hak Bonenmix kidney, wit en bruin","370 gPrijs per KG € 9,13",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi233987/hak-bonenmix-kidney-wit-en-bruin,,,7.2 g,466 kJ (111 kcal),,,,14.1 g,,,,,,0.8 g,,,,,,,,,,,,9.1 g,,,,,0.2 g,,
soepen-sauzen-kruiden-olie,1.24,AH Rijkgevulde erwtensoep,"800 mlPrijs per LT € 1,55",Nutri-Score B,False,False,https://www.ah.nl/producten/product/wi934/ah-rijkgevulde-erwtensoep,,,4.4 g,380 kJ (91 kcal),,,,9.3 g,,,,,,3.3 g,,,,,,,,,,,,3.1 g,,,2.1 g,,1.2 g,,
soepen-sauzen-kruiden-olie,1.35,AH Zwarte bonen,"400 gPrijs per KG € 3,38",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi188265/ah-zwarte-bonen,,,7.1 g,443 kJ (105 kcal),,,,15 g,,,,,,0.6 g,,,,,,,,,,,,5.6 g,,,0.1 g,,0.1 g,,
soepen-sauzen-kruiden-olie,0.75,AH Witte bonen in tomatensaus,"360 gPrijs per KG € 2,08",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi805/ah-witte-bonen-in-tomatensaus,,,4.2 g,342 kJ (81 kcal),,,,13 g,,,,,,0.5 g,,,,,,,,,,,,3.9 g,,,0.4 g,,0.1 g,,
soepen-sauzen-kruiden-olie,2.99,Drogheria Zwarte peper,"45 gPrijs per KG € 66,44",,False,False,https://www.ah.nl/producten/product/wi65766/drogheria-zwarte-peper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soepen-sauzen-kruiden-olie,0.50,AH Kippenbouillon,"120 gPrijs per KG € 4,17",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi492035/ah-kippenbouillon,,,0.1 g,23 kJ (6 kcal),,,,0.6 g,,,,,,0.3 g,,,,,,,,,,,,0 g,,,0.1 g,,0.2 g,,
soepen-sauzen-kruiden-olie,1.09,Honig Krulvermicelli middel,"250 gPrijs per KG € 4,36",,False,False,https://www.ah.nl/producten/product/wi3325/honig-krulvermicelli-middel,,,11 g,1485 kJ (350 kcal),,,,72 g,,,,,,1.5 g,,,,,,,,,,,,2.5 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,2.19,Hak Edamame bonen,"150 gNormale prijs per KG € 14,60",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi492305/hak-edamame-bonen,,,10.6 g,451 kJ (108 kcal),,,,2.2 g,,,,,,,,,,,,,,,,,,4.8 g,,,,1.8 g,0.7 g,,
soepen-sauzen-kruiden-olie,0.59,Maggi Jus pikant juspoeder,"18 gPrijs per KG € 32,78",,False,False,https://www.ah.nl/producten/product/wi143030/maggi-jus-pikant-juspoeder,,,13.4 g,1278 kJ (301 kcal),,,,56.2 g,,,,,,1.9 g,,,,,,,,,,,,2.4 g,,,,,0.3 g,,
soepen-sauzen-kruiden-olie,1.19,AH Rozemarijn,"15 gPrijs per KG € 79,33",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi238972/ah-rozemarijn,,,3.3 g,706 kJ (169 kcal),,,,21 g,,,,,,4.9 g,,,,,,,,,,,,14 g,,,,,2.8 g,,
soepen-sauzen-kruiden-olie,0.89,AH Ketjap manis,"500 mlPrijs per LT € 1,78",Nutri-Score E,False,True,https://www.ah.nl/producten/product/wi388293/ah-ketjap-manis,,,6.3 g,974 kJ (229 kcal),,,,51 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
soepen-sauzen-kruiden-olie,1.59,Mutti Gepelde tomaten bio,"400 gPrijs per KG € 6,12",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi445995/mutti-gepelde-tomaten-bio,,,1.1 g,92 kJ (22 kcal),,,,3.6 g,,,,,,< 0.5 g,,,,,,,,,,,,,,,,,< 0.1 g,,
soepen-sauzen-kruiden-olie,0.89,Van Wijngaarden's Zaanse tomaten ketchup,"160 mlPrijs per LT € 5,56",,False,False,https://www.ah.nl/producten/product/wi174027/van-wijngaarden-s-zaanse-tomaten-ketchup,,,1.4 g,418 kJ (99 kcal),,,,21.7 g,,,,,,0.1 g,,,,,,,,,,,,,0 g,0.1 g,,,0 g,,
soepen-sauzen-kruiden-olie,0.59,Maggi Jus rundvlees juspoeder,"18 gPrijs per KG € 32,78",,False,False,https://www.ah.nl/producten/product/wi37997/maggi-jus-rundvlees-juspoeder,,,12.3 g,1403 kJ (332 kcal),,,,55.4 g,,,,,,6.8 g,,,,,,,,,,,,0.1 g,,,,,4.1 g,,
soepen-sauzen-kruiden-olie,0.95,Maggi Mix kerriesaus,"39 gPrijs per KG € 24,36",,False,False,https://www.ah.nl/producten/product/wi398524/maggi-mix-kerriesaus,,,6.1 g,1899 kJ (454 kcal),,,,54 g,,,,,,23.2 g,,,,,,,,,,,,2.3 g,,,,,12.3 g,,
soepen-sauzen-kruiden-olie,1.69,AH Partjes mandarijn op sap,"300 gPrijs per KG € 9,66",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi852/ah-partjes-mandarijn-op-sap,,,0.8 g,185 kJ (44 kcal),,,,9.6 g,,,,,,0 g,,,,,,,,,,,,1 g,,,0 g,,0 g,,
soepen-sauzen-kruiden-olie,1.05,Maggi Groente bouillonblokjes,"8 tablPrijs per KG € 12,87",,False,False,https://www.ah.nl/producten/product/wi167893/maggi-groente-bouillonblokjes,,,0.1 g,10 kJ (2 kcal),,,,0.2 g,,,,,,0.1 g,,,,,,,,,,,,0 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,1.89,Hak Gesneden bladspinazie,"330 gPrijs per KG € 7,71",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi213919/hak-gesneden-bladspinazie,,,2.9 g,106 kJ (25 kcal),,,,0.7 g,,,,,,0.9 g,,,,,,,,,,,,1.4 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,1.29,Bonduelle Zwarte bonen,"200 gPrijs per KG € 9,92",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi208646/bonduelle-zwarte-bonen,,,7.3 g,445 kJ (106 kcal),,,,13.1 g,,,,,,1.1 g,,,,,,,,,,,,7.2 g,,,,,0.2 g,,
soepen-sauzen-kruiden-olie,1.49,AH Uitgebakken spekjes,"30 gPrijs per KG € 49,67",Nutri-Score E,False,False,https://www.ah.nl/producten/product/wi59061/ah-uitgebakken-spekjes,0 g,,36 g,2072 kJ (498 kcal),,,,7.5 g,,,,,,36 g,,,,,,,,,,,,0 g,17 g,5 g,22 g,,14 g,,
soepen-sauzen-kruiden-olie,0.63,AH Champignon schijfjes,"280 gPrijs per KG € 3,71",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi60036/ah-champignon-schijfjes,,,2.1 g,76 kJ (18 kcal),,,,0.2 g,,,,,,0.4 g,,,,,,,,,,,,2.8 g,,,0.3 g,,0.1 g,,
soepen-sauzen-kruiden-olie,0.69,Unox Good noodles saté,"70 gPrijs per KG € 9,86",,False,False,https://www.ah.nl/producten/product/wi99088/unox-good-noodles-sate,,,1.6 g,385 kJ (92 kcal),,,,11 g,,,,,,4.4 g,,,,,,,,,,,,< 0.5 g,,,,,2.2 g,,
soepen-sauzen-kruiden-olie,3.59,Unox Goulashsoep,"570 mlPrijs per LT € 6,30",,False,False,https://www.ah.nl/producten/product/wi218223/unox-goulashsoep,,,2.5 g,69 kcal (285 kJ),,,,4.3 g,,,,,,4.5 g,,,,,,,,,,,,0.7 g,,,,,0.5 g,,
soepen-sauzen-kruiden-olie,0.89,Bonduelle Gebroken sperzieboontjes fijn,"200 gPrijs per KG € 8,09",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi216289/bonduelle-gebroken-sperzieboontjes-fijn,,,1.6 g,121 kJ (29 kcal),,,,3.8 g,,,,,,0.4 g,,,,,,,,,,,,1.8 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,3.39,Unox Mosterdsoep,"570 mlPrijs per LT € 5,95",,False,False,https://www.ah.nl/producten/product/wi123849/unox-mosterdsoep,,,1.7 g,60 kcal (250 kJ),,,,3.2 g,,,,,,4.5 g,,,,,,,,,,,,< 0.5 g,,,,,1.4 g,,
soepen-sauzen-kruiden-olie,1.19,Verstegen Mix voor gehakt met uitjes,"40 gPrijs per KG € 29,75",,False,False,https://www.ah.nl/producten/product/wi414988/verstegen-mix-voor-gehakt-met-uitjes,,,8.8 g,1349 kJ (319 kcal),,,,61.7 g,,,,,,2.5 g,,,,,,,,,,,,,,,,,0.4 g,,
soepen-sauzen-kruiden-olie,2.09,Unox Leverpastei,"3 x 56 gPrijs per KG € 12,44",,False,False,https://www.ah.nl/producten/product/wi3902/unox-leverpastei,,,12 g,207 kcal (866 kJ),,,,3.6 g,,,,,,16 g,,,,,,,,,,,,< 0.5 g,,,,,6 g,,
soepen-sauzen-kruiden-olie,1.95,Maille Dijonmosterd,"215 gPrijs per KG € 9,07",,False,False,https://www.ah.nl/producten/product/wi124803/maille-dijonmosterd,,,7 g,620 kJ (150 kcal),,,,3.5 g,,,,,,11 g,,,,,,,,,,,,,,,,,0.6 g,,
soepen-sauzen-kruiden-olie,1.29,Maggi Kippen bouillonblokjes voordeelpak,"12 stuksPrijs per KG € 10,49",,False,False,https://www.ah.nl/producten/product/wi457584/maggi-kippen-bouillonblokjes-voordeelpak,,,0.2 g,10 kJ (2 kcal),,,,0.2 g,,,,,,0.1 g,,,,,,,,,,,,0 g,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,1.29,Verstegen Kruidenmix macaroni spaghetti,"35 gPrijs per KG € 36,86",,False,False,https://www.ah.nl/producten/product/wi164614/verstegen-kruidenmix-macaroni-spaghetti,,,10 g,1059 kJ (252 kcal),,,,35.3 g,,,,,,4.3 g,,,,,,,,,,,,,,,,,1.5 g,,
soepen-sauzen-kruiden-olie,1.79,AH Augurken plakjes zoetzuur,"530 gPrijs per KG € 6,17",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi168788/ah-augurken-plakjes-zoetzuur,,,0.6 g,127 kJ (30 kcal),,,,5.4 g,,,,,,0.2 g,,,,,,,,,,,,0.9 g,,,0.1 g,,0.1 g,,
soepen-sauzen-kruiden-olie,0.89,Van Wijngaarden's Zaanse curry ketchup,"160 mlPrijs per LT € 5,56",,False,False,https://www.ah.nl/producten/product/wi194753/van-wijngaarden-s-zaanse-curry-ketchup,,,0.6 g,620 kJ (150 kcal),,,,32.6 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
soepen-sauzen-kruiden-olie,2.19,Mutti Pomodorini datterini,"425 mlPrijs per LT € 5,15",,False,False,https://www.ah.nl/producten/product/wi234874/mutti-pomodorini-datterini,,,1.1 g,92 kJ (22 kcal),,,,3.6 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
soepen-sauzen-kruiden-olie,1.99,Bonduelle Crispy maïs 2 mini's voor salades,"150 gPrijs per KG € 14,21",Nutri-Score A,False,False,https://www.ah.nl/producten/product/wi401382/bonduelle-crispy-mais-2-mini-s-voor-salades,,,2.7 g,300 kJ (71 kcal),,,,10.5 g,,,,,,1.4 g,,,,,,,,,,,,3 g,,,,,0.2 g,,
soepen-sauzen-kruiden-olie,0.69,Unox Tandoori good noodles,"70 gPrijs per KG € 9,86",,False,False,https://www.ah.nl/producten/product/wi124176/unox-tandoori-good-noodles,,,1.6 g,385 kJ (92 kcal),,,,11 g,,,,,,4.1 g,,,,,,,,,,,,0.5 g,,,,,2 g,,
soepen-sauzen-kruiden-olie,2.95,Hellmann's Mayonaise real,"430 mlNormale prijs per LT € 6,86",,False,False,https://www.ah.nl/producten/product/wi226246/hellmann-s-mayonaise-real,,,1 g,667 kcal (2743 kJ),,,,1.2 g,,,,,,73 g,,,,,,,,,,,,,,,,,5.7 g,,
soepen-sauzen-kruiden-olie,1.85,Hela Kruiden ketchup curry original,"300 mlPrijs per LT € 6,17",,False,False,https://www.ah.nl/producten/product/wi400924/hela-kruiden-ketchup-curry-original,,,0.8 g,573 kJ (137 kcal),,,,30.8 g,,,,,,0.3 g,,,,,,,,,,,,,,,,,0.1 g,,
soepen-sauzen-kruiden-olie,1.79,Remia Fritessaus halfvol,"500 mlPrijs per LT € 3,58",,False,False,https://www.ah.nl/producten/product/wi199162/remia-fritessaus-halfvol,,,0.7 g,775 kJ (186 kcal),,,,15 g,,,,,,13 g,,,,,,,,,,,,,,,,,1.2 g,,
soepen-sauzen-kruiden-olie,2.39,Verstegen Italiaanse kruiden,"13 gPrijs per KG € 183,85",,False,False,https://www.ah.nl/producten/product/wi216628/verstegen-italiaanse-kruiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soepen-sauzen-kruiden-olie,1.69,Unox Cup-a-soup mosterd,"3 x 18 gPrijs per LT € 3,22",,False,False,https://www.ah.nl/producten/product/wi388305/unox-cup-a-soup-mosterd,,,0.9 g,203 kJ (48 kcal),,,,5.4 g,,,,,,2.5 g,,,,,,,,,,,,< 0.5 g,,,,,1.4 g,,
