Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Content,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.99,De Zaanse Hoeve Jong 48+ plakken,"400 gPrijs per KG € 9,98",Nutri-Score D,False,True,https://www.ah.nl/producten/product/wi197226/de-zaanse-hoeve-jong-48-plakken,Inhoud en gewicht400 GramPortiegrootte: 33 gramAantal porties: 12,,,23 g,1465 kJ (355 kcal),,,,0 g,,,,,,29 g,,,,,,,,,,,,0 g,,,8.5 g,,20 g,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.69,De Zaanse Hoeve Jong belegen 30+ plakken,"300 gPrijs per KG € 12,30",Nutri-Score D,False,True,https://www.ah.nl/producten/product/wi197208/de-zaanse-hoeve-jong-belegen-30-plakken,Inhoud en gewicht300 GramPortiegrootte: 33 gramAantal porties: 9,,,31 g,1230 kJ (295 kcal),,,,0 g,,,,,,19 g,,,,,,,,,,,,0 g,,,6 g,,13 g,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.19,AH Yorkham,"ca. 110 gPrijs per KG € 28,99",Nutri-Score D,False,False,https://www.ah.nl/producten/product/wi188709/ah-yorkham,Inhoud en gewicht110 GramPortiegrootte: 22 gramAantal porties: 5,,,18 g,544 kJ (130 kcal),,,,2 g,,,,,,5.5 g,,,,,,,,,,,,0 g,,,3 g,,2.5 g,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,15.96,De Zaanse Hoeve Jong 48+ plakken 4-pack,per pakket,,False,False,https://www.ah.nl/producten/product/wi546816/de-zaanse-hoeve-jong-48-plakken-4-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.19,AH Gerookte slagersachterham,"ca. 110 gNormale prijs per KG € 28,99",,False,False,https://www.ah.nl/producten/product/wi440331/ah-gerookte-slagersachterham,Inhoud en gewicht0.11 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,14.76,AH Jong belegen 30+ plakken 4-pack,per pakket,,False,False,https://www.ah.nl/producten/product/wi545547/ah-jong-belegen-30-plakken-4-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.29,AH Scharrel gebraden kipfilet,"ca. 125 gPrijs per KG € 26,29",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi137939/ah-scharrel-gebraden-kipfilet,Inhoud en gewicht125 GramPortiegrootte: 15 gramAantal porties: 8,,,20 g,460 kJ (109 kcal),,,,1.8 g,,,,,,2.3 g,,,,,,,,,,,,0.5 g,,,1.5 g,,0.8 g,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,2.69,AH Scharrel kipfilet,"150 gPrijs per KG € 17,93",Nutri-Score C,False,False,https://www.ah.nl/producten/product/wi543332/ah-scharrel-kipfilet,"Inhoud en gewicht150 GramPortiegrootte: 12,5 gramAantal porties: 12",,,19 g,526 kJ (125 kcal),,,,2 g,,,,,,4.5 g,,,,,,,,,,,,0.3 g,,,2.8 g,,1.7 g,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.85,AH Goudse oud 48+ plakken,"190 gPrijs per KG € 20,26",Nutri-Score E,False,False,https://www.ah.nl/producten/product/wi2606/ah-goudse-oud-48-plakken,Inhoud en gewicht190 GramPortiegrootte: 32 gramAantal porties: 6,,,28 g,1808 kJ (436 kcal),,,,0 g,,,,,,36 g,,,,,,,,,,,,0 g,,,11 g,,24 g,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,2.99,Calvé Pindakaas pot,"350 gPrijs per KG € 8,54",,False,False,https://www.ah.nl/producten/product/wi3579/calve-pindakaas-pot,Inhoud en gewicht350 GramAantal porties: 23,,,21 g,664 kcal (2275 kJ),,,,11 g,,98 mg,,,,58 g,,,,,3.1 mg,,,,8.8 mg,,,6.6 g,40 g,9.1 g,,,8.5 g,2.1 mg,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,2.99,AH Roasted kipfilet,"ca. 110 gPrijs per KG € 27,18",,False,False,https://www.ah.nl/producten/product/wi462712/ah-roasted-kipfilet,Inhoud en gewicht0.11 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontbijtgranen-en-beleg?minPrice=2.61&maxPrice=99,3.15,AH Roasted ham,"ca. 105 gPrijs per KG € 29,99",,False,False,https://www.ah.nl/producten/product/wi440336/ah-roasted-ham,Inhoud en gewicht0.11 Kilogram,,,23 g,704 kJ (168 kcal),,,,1 g,,,,,,8 g,,,,,,,,,,,,,,,,,3.5 g,,
