Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt,Url
kaas-vleeswaren-tapas,1.85,AH Italiaanse mozzarella,"125 gPrijs per KG € 14,80",Nutri-Score C,False,True,,,17 g,907 kJ (218 kcal),,,,1.5 g,,,,,,16 g,,,,,,,,,,,,0 g,,,5 g,,11 g,,,
kaas-vleeswaren-tapas,1.91,Meester & Zn. Hamblokjes,"250 gPrijs per KG € 7,64",Nutri-Score D,False,False,,,14 g,625 kJ (150 kcal),,,,3.2 g,,,,,,9 g,,,,,,,,,,,,0 g,,,5.5 g,,3.3 g,,,
kaas-vleeswaren-tapas,1.49,AH Cremepate,"80 gNormale prijs per KG € 18,63",Nutri-Score E,False,False,,,9.1 g,1082 kJ (261 kcal),,,,4.3 g,,,,,,23 g,,,,,,,,,,,,0.4 g,,,14 g,,8.8 g,,,
kaas-vleeswaren-tapas,1.29,AH Franse brie 60+,"200 gPrijs per KG € 6,45",Nutri-Score D,False,True,,,17 g,1507 kJ (364 kcal),,,,2 g,,,,,,32 g,,,,,,,,,,,,0 g,,,9.5 g,,23 g,,,
kaas-vleeswaren-tapas,2.49,AH Cheddar geraspte kass,"150 gPrijs per KG € 16,60",Nutri-Score D,False,True,,,25 g,1643 kJ (396 kcal),,,,2 g,,,,,,32 g,,,,,,,,,,,,0 g,,,7.8 g,,21 g,,,
kaas-vleeswaren-tapas,2.09,Milner Smeerkaas 20+ naturel,"150 gPrijs per KG € 13,93",,False,False,,548 mg,17 g,556 kJ (135 kcal),,,,1 g,,,,,,7 g,,,,,,,,,,,,,,,,,4.5 g,,,
kaas-vleeswaren-tapas,2.49,AH Geraspte kaas speciaal voor pizza,"150 gPrijs per KG € 16,60",Nutri-Score D,False,True,,,24 g,1367 kJ (329 kcal),,,,2 g,,,,,,25 g,,,,,,,,,,,,0 g,,,7.2 g,,17 g,,,
kaas-vleeswaren-tapas,2.99,AH Achterham,"150 gPrijs per KG € 19,93",Nutri-Score C,False,False,,,16 g,432 kJ (102 kcal),,,,4.8 g,,,,,,2.1 g,,,,,,,,,,,,0.08 g,,,1.3 g,,0.8 g,,,
kaas-vleeswaren-tapas,2.29,Kips Vega smeerworst tuinkruiden,"125 gPrijs per KG € 18,32",,False,False,,,7 g,981 kJ (236 kcal),,,,8.8 g,,,,,,19 g,,,,,,,,,,,,1.4 g,,,,,9.8 g,,,
kaas-vleeswaren-tapas,3.39,Bifi The original 7-pack,"7 x 20 gPrijs per KG € 24,21",,False,False,,,25 g,2107 kJ (509 kcal),,,,1 g,,,,,,45 g,,,,,,,,,,,,,,,,,19 g,,,
kaas-vleeswaren-tapas,2.69,Galbani Mozzarella maxi,"200 gPrijs per KG € 13,45",,False,True,,,17 g,989 kJ (238 kcal),,,,2 g,,,,,,18 g,,,,,,,,,,,,,,,,,13 g,,,
kaas-vleeswaren-tapas,0.83,AH Zachte kruiden roomkaas,"125 gPrijs per KG € 6,64",Nutri-Score D,False,True,,,4.6 g,1190 kJ (288 kcal),,,,4.4 g,,,,,,28 g,,,,,,,,,,,,0.1 g,,,7.2 g,,18 g,,,
kaas-vleeswaren-tapas,2.25,AH Hummus naturel,"175 gPrijs per KG € 12,86",Nutri-Score A,True,True,,,7.8 g,988 kJ (239 kcal),,,,5.5 g,,,,,,18 g,,,,,,,,,,,,12 g,,,15 g,,2.4 g,,,
kaas-vleeswaren-tapas,1.43,AH Witte kaas plak,"200 gPrijs per KG € 7,15",Nutri-Score D,False,True,,,15 g,968 kJ (233 kcal),,,,0.6 g,,,,,,19 g,,,,,,,,,,,,0 g,,,4.7 g,,12 g,,,
kaas-vleeswaren-tapas,2.69,AH Mozzarella geraspt,"150 gPrijs per KG € 17,93",Nutri-Score D,False,True,,,25 g,1273 kJ (306 kcal),,,,2 g,,,,,,22 g,,,,,,,,,,,,0 g,,,6.9 g,,15 g,,,
kaas-vleeswaren-tapas,1.15,AH Groene pesto,"190 gPrijs per KG € 6,05",Nutri-Score D,False,False,,,4 g,1505 kJ (365 kcal),,,,5 g,,,,,,36 g,,,,,,,,,,,,2.5 g,,,32 g,,4.5 g,,,
kaas-vleeswaren-tapas,1.99,Meester & Zn. Gerookt ontbijtspek,"200 gPrijs per KG € 9,95",Nutri-Score E,False,False,,,15 g,1263 kJ (305 kcal),,,,0.5 g,,,,,,27 g,,,,,,,,,,,,0 g,,,16 g,,11 g,,,
kaas-vleeswaren-tapas,2.15,Johma Ei salade,"175 gPrijs per KG € 12,29",,False,False,,,7.8 g,1251 kJ (303 kcal),,,,3.2 g,,,,,,28.6 g,,,,,,,,,,,,,,,,,3.7 g,,,
